ID,BusinessCaseTypeName,Status,SubStatus,Overall_Status,CountryName,Region,SubRegion,G8_Countries,RequesterName,Date(DateCreated),Date(Response_Date_to_Affiliate),Date(Expected_Effective_Price_Date),CaseRational,CoordinatingLevel,ApprovalRoute,Channel_Type,Channel,ProductName,PackSize,Brand,DeliveryName,CurrencyName,RequestedPrice,CurrentPrice,NegotiatePrice,ApprovedPrice,Standard,U2Standard,FloorPrice,VsCurrentPrice,VsFloorPrice,Date(NegotiateDate),PriceTypeName,Reimbursement_Change,Date(Case_Validated_Date)
311,New Launch Core Brands,open,draft,open draft,ARGENTINA,Int. Markets,Other-LATAM,NO,Luz Del Carmen Hernandez,3/12/2021,4/12/2021,6/7/2021,New SKU Launch,LV5-GP - Head,Light,National,Public (Reimbursed),VIMPAT/VIAL/1.00,1.00,VIMPAT,VIAL,ARS,1.00,0.00,,,0.00,0.01,0.00,0.00,0.00,,Net Price,No,
32,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,7/27/2020,8/7/2020,7/1/2020,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/BOTTLE/1.00,1.00,LEVETIRACETAM UCB,BOTTLE,EUR,60.48,60.48,60.48,60.48,60.48,60.48,0.00,0.00,0.00,8/31/2020,Gross Ex-Factory Price,No,8/7/2020
32,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,7/27/2020,8/7/2020,7/1/2020,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/BOTTLE/1.00,1.00,LEVETIRACETAM UCB,BOTTLE,EUR,63.09,63.09,63.09,63.09,63.09,63.09,0.00,0.00,0.00,8/31/2020,Gross Pharmacy Price,No,8/7/2020
32,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,7/27/2020,8/7/2020,7/1/2020,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/BOTTLE/1.00,1.00,LEVETIRACETAM UCB,BOTTLE,EUR,85.31,87.51,85.31,85.31,87.51,85.31,0.00,-2.51,0.00,8/31/2020,Gross Public Price - Including VAT,No,8/7/2020
32,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,7/27/2020,8/7/2020,7/1/2020,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/BOTTLE/1.00,1.00,LEVETIRACETAM UCB,BOTTLE,EUR,56.83,0.00,56.83,56.83,0.00,56.83,0.00,0.00,0.00,8/31/2020,Net Price,No,8/7/2020
32,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,7/27/2020,8/7/2020,7/1/2020,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/100.00,100.00,LEVETIRACETAM UCB,TABLET,EUR,9.54,9.54,9.54,9.54,9.54,9.54,0.00,0.00,0.00,8/31/2020,Gross Ex-Factory Price,No,8/7/2020
32,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,7/27/2020,8/7/2020,7/1/2020,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/100.00,100.00,LEVETIRACETAM UCB,TABLET,EUR,20.60,20.60,20.60,20.60,20.60,20.60,0.00,0.00,0.00,8/31/2020,Gross Ex-Factory Price,No,8/7/2020
32,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,7/27/2020,8/7/2020,7/1/2020,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/100.00,100.00,LEVETIRACETAM UCB,TABLET,EUR,32.31,32.31,32.31,32.31,32.31,32.31,0.00,0.00,0.00,8/31/2020,Gross Ex-Factory Price,No,8/7/2020
32,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,7/27/2020,8/7/2020,7/1/2020,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/100.00,100.00,LEVETIRACETAM UCB,TABLET,EUR,44.47,44.47,44.47,44.47,44.47,44.47,0.00,0.00,0.00,8/31/2020,Gross Ex-Factory Price,No,8/7/2020
32,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,7/27/2020,8/7/2020,7/1/2020,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/100.00,100.00,LEVETIRACETAM UCB,TABLET,EUR,10.54,10.54,10.54,10.54,10.54,10.54,0.00,0.00,0.00,8/31/2020,Gross Pharmacy Price,No,8/7/2020
32,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,7/27/2020,8/7/2020,7/1/2020,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/100.00,100.00,LEVETIRACETAM UCB,TABLET,EUR,21.95,21.95,21.95,21.95,21.95,21.95,0.00,0.00,0.00,8/31/2020,Gross Pharmacy Price,No,8/7/2020
32,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,7/27/2020,8/7/2020,7/1/2020,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/100.00,100.00,LEVETIRACETAM UCB,TABLET,EUR,34.03,34.03,34.03,34.03,34.03,34.03,0.00,0.00,0.00,8/31/2020,Gross Pharmacy Price,No,8/7/2020
32,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,7/27/2020,8/7/2020,7/1/2020,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/100.00,100.00,LEVETIRACETAM UCB,TABLET,EUR,46.57,46.57,46.57,46.57,46.57,46.57,0.00,0.00,0.00,8/31/2020,Gross Pharmacy Price,No,8/7/2020
32,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,7/27/2020,8/7/2020,7/1/2020,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/100.00,100.00,LEVETIRACETAM UCB,TABLET,EUR,22.53,23.11,22.53,22.53,23.11,22.53,0.00,-2.51,0.00,8/31/2020,Gross Public Price - Including VAT,No,8/7/2020
32,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,7/27/2020,8/7/2020,7/1/2020,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/100.00,100.00,LEVETIRACETAM UCB,TABLET,EUR,36.16,37.09,36.16,36.16,37.09,36.16,0.00,-2.51,0.00,8/31/2020,Gross Public Price - Including VAT,No,8/7/2020
32,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,7/27/2020,8/7/2020,7/1/2020,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/100.00,100.00,LEVETIRACETAM UCB,TABLET,EUR,50.59,51.90,50.59,50.59,51.90,50.59,0.00,-2.52,0.00,8/31/2020,Gross Public Price - Including VAT,No,8/7/2020
32,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,7/27/2020,8/7/2020,7/1/2020,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/100.00,100.00,LEVETIRACETAM UCB,TABLET,EUR,65.57,67.27,65.57,65.57,67.27,65.57,0.00,-2.53,0.00,8/31/2020,Gross Public Price - Including VAT,No,8/7/2020
32,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,7/27/2020,8/7/2020,7/1/2020,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/100.00,100.00,LEVETIRACETAM UCB,TABLET,EUR,8.96,0.00,8.96,8.96,0.00,8.96,0.00,0.00,0.00,8/31/2020,Net Price,No,8/7/2020
32,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,7/27/2020,8/7/2020,7/1/2020,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/100.00,100.00,LEVETIRACETAM UCB,TABLET,EUR,19.36,0.00,19.36,19.36,0.00,19.36,0.00,0.00,0.00,8/31/2020,Net Price,No,8/7/2020
32,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,7/27/2020,8/7/2020,7/1/2020,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/100.00,100.00,LEVETIRACETAM UCB,TABLET,EUR,30.36,0.00,30.36,30.36,0.00,30.36,0.00,0.00,0.00,8/31/2020,Net Price,No,8/7/2020
32,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,7/27/2020,8/7/2020,7/1/2020,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/100.00,100.00,LEVETIRACETAM UCB,TABLET,EUR,41.79,0.00,41.79,41.79,0.00,41.79,0.00,0.00,0.00,8/31/2020,Net Price,No,8/7/2020
32,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,7/27/2020,8/7/2020,7/1/2020,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/200.00,200.00,LEVETIRACETAM UCB,TABLET,EUR,18.31,18.31,18.31,18.31,18.31,18.31,0.00,0.00,0.00,8/31/2020,Gross Ex-Factory Price,No,8/7/2020
32,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,7/27/2020,8/7/2020,7/1/2020,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/200.00,200.00,LEVETIRACETAM UCB,TABLET,EUR,39.53,39.53,39.53,39.53,39.53,39.53,0.00,0.00,0.00,8/31/2020,Gross Ex-Factory Price,No,8/7/2020
32,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,7/27/2020,8/7/2020,7/1/2020,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/200.00,200.00,LEVETIRACETAM UCB,TABLET,EUR,62.00,62.00,62.00,62.00,62.00,62.00,0.00,0.00,0.00,8/31/2020,Gross Ex-Factory Price,No,8/7/2020
32,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,7/27/2020,8/7/2020,7/1/2020,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/200.00,200.00,LEVETIRACETAM UCB,TABLET,EUR,85.33,85.33,85.33,85.33,85.33,85.33,0.00,0.00,0.00,8/31/2020,Gross Ex-Factory Price,No,8/7/2020
32,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,7/27/2020,8/7/2020,7/1/2020,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/200.00,200.00,LEVETIRACETAM UCB,TABLET,EUR,19.59,19.59,19.59,19.59,19.59,19.59,0.00,0.00,0.00,8/31/2020,Gross Pharmacy Price,No,8/7/2020
32,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,7/27/2020,8/7/2020,7/1/2020,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/200.00,200.00,LEVETIRACETAM UCB,TABLET,EUR,41.48,41.48,41.48,41.48,41.48,41.48,0.00,0.00,0.00,8/31/2020,Gross Pharmacy Price,No,8/7/2020
32,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,7/27/2020,8/7/2020,7/1/2020,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/200.00,200.00,LEVETIRACETAM UCB,TABLET,EUR,64.65,64.65,64.65,64.65,64.65,64.65,0.00,0.00,0.00,8/31/2020,Gross Pharmacy Price,No,8/7/2020
32,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,7/27/2020,8/7/2020,7/1/2020,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/200.00,200.00,LEVETIRACETAM UCB,TABLET,EUR,88.72,88.72,88.72,88.72,88.72,88.72,0.00,0.00,0.00,8/31/2020,Gross Pharmacy Price,No,8/7/2020
32,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,7/27/2020,8/7/2020,7/1/2020,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/200.00,200.00,LEVETIRACETAM UCB,TABLET,EUR,33.34,34.20,33.34,33.34,34.20,33.34,0.00,-2.51,0.00,8/31/2020,Gross Public Price - Including VAT,No,8/7/2020
32,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,7/27/2020,8/7/2020,7/1/2020,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/200.00,200.00,LEVETIRACETAM UCB,TABLET,EUR,59.48,61.02,59.48,59.48,61.02,59.48,0.00,-2.52,0.00,8/31/2020,Gross Public Price - Including VAT,No,8/7/2020
32,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,7/27/2020,8/7/2020,7/1/2020,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/200.00,200.00,LEVETIRACETAM UCB,TABLET,EUR,87.17,89.43,87.17,87.17,89.43,87.17,0.00,-2.53,0.00,8/31/2020,Gross Public Price - Including VAT,No,8/7/2020
32,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,7/27/2020,8/7/2020,7/1/2020,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/200.00,200.00,LEVETIRACETAM UCB,TABLET,EUR,115.93,118.93,115.93,115.93,118.93,115.93,0.00,-2.52,0.00,8/31/2020,Gross Public Price - Including VAT,No,8/7/2020
32,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,7/27/2020,8/7/2020,7/1/2020,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/200.00,200.00,LEVETIRACETAM UCB,TABLET,EUR,17.21,0.00,17.21,17.21,0.00,17.21,0.00,0.00,0.00,8/31/2020,Net Price,No,8/7/2020
32,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,7/27/2020,8/7/2020,7/1/2020,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/200.00,200.00,LEVETIRACETAM UCB,TABLET,EUR,37.15,0.00,37.15,37.15,0.00,37.15,0.00,0.00,0.00,8/31/2020,Net Price,No,8/7/2020
32,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,7/27/2020,8/7/2020,7/1/2020,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/200.00,200.00,LEVETIRACETAM UCB,TABLET,EUR,58.26,0.00,58.26,58.26,0.00,58.26,0.00,0.00,0.00,8/31/2020,Net Price,No,8/7/2020
32,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,7/27/2020,8/7/2020,7/1/2020,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/200.00,200.00,LEVETIRACETAM UCB,TABLET,EUR,80.18,0.00,80.18,80.18,0.00,80.18,0.00,0.00,0.00,8/31/2020,Net Price,No,8/7/2020
32,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,7/27/2020,8/7/2020,7/1/2020,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/50.00,50.00,LEVETIRACETAM UCB,TABLET,EUR,4.97,4.97,4.97,4.97,4.97,4.97,0.00,0.00,0.00,8/31/2020,Gross Ex-Factory Price,No,8/7/2020
32,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,7/27/2020,8/7/2020,7/1/2020,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/50.00,50.00,LEVETIRACETAM UCB,TABLET,EUR,10.74,10.74,10.74,10.74,10.74,10.74,0.00,0.00,0.00,8/31/2020,Gross Ex-Factory Price,No,8/7/2020
32,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,7/27/2020,8/7/2020,7/1/2020,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/50.00,50.00,LEVETIRACETAM UCB,TABLET,EUR,16.84,16.84,16.84,16.84,16.84,16.84,0.00,0.00,0.00,8/31/2020,Gross Ex-Factory Price,No,8/7/2020
32,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,7/27/2020,8/7/2020,7/1/2020,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/50.00,50.00,LEVETIRACETAM UCB,TABLET,EUR,23.18,23.18,23.18,23.18,23.18,23.18,0.00,0.00,0.00,8/31/2020,Gross Ex-Factory Price,No,8/7/2020
32,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,7/27/2020,8/7/2020,7/1/2020,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/50.00,50.00,LEVETIRACETAM UCB,TABLET,EUR,5.83,5.83,5.83,5.83,5.83,5.83,0.00,0.00,0.00,8/31/2020,Gross Pharmacy Price,No,8/7/2020
32,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,7/27/2020,8/7/2020,7/1/2020,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/50.00,50.00,LEVETIRACETAM UCB,TABLET,EUR,11.78,11.78,11.78,11.78,11.78,11.78,0.00,0.00,0.00,8/31/2020,Gross Pharmacy Price,No,8/7/2020
32,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,7/27/2020,8/7/2020,7/1/2020,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/50.00,50.00,LEVETIRACETAM UCB,TABLET,EUR,18.07,18.07,18.07,18.07,18.07,18.07,0.00,0.00,0.00,8/31/2020,Gross Pharmacy Price,No,8/7/2020
32,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,7/27/2020,8/7/2020,7/1/2020,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/50.00,50.00,LEVETIRACETAM UCB,TABLET,EUR,24.61,24.61,24.61,24.61,24.61,24.61,0.00,0.00,0.00,8/31/2020,Gross Pharmacy Price,No,8/7/2020
32,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,7/27/2020,8/7/2020,7/1/2020,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/50.00,50.00,LEVETIRACETAM UCB,TABLET,EUR,16.89,17.33,16.89,16.89,17.33,16.89,0.00,-2.54,0.00,8/31/2020,Gross Public Price - Including VAT,No,8/7/2020
32,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,7/27/2020,8/7/2020,7/1/2020,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/50.00,50.00,LEVETIRACETAM UCB,TABLET,EUR,24.00,24.62,24.00,24.00,24.62,24.00,0.00,-2.52,0.00,8/31/2020,Gross Public Price - Including VAT,No,8/7/2020
32,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,7/27/2020,8/7/2020,7/1/2020,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/50.00,50.00,LEVETIRACETAM UCB,TABLET,EUR,31.52,32.33,31.52,31.52,32.33,31.52,0.00,-2.51,0.00,8/31/2020,Gross Public Price - Including VAT,No,8/7/2020
32,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,7/27/2020,8/7/2020,7/1/2020,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/50.00,50.00,LEVETIRACETAM UCB,TABLET,EUR,39.34,40.35,39.34,39.34,40.35,39.34,0.00,-2.50,0.00,8/31/2020,Gross Public Price - Including VAT,No,8/7/2020
32,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,7/27/2020,8/7/2020,7/1/2020,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/50.00,50.00,LEVETIRACETAM UCB,TABLET,EUR,4.67,0.00,4.67,4.67,0.00,4.67,0.00,0.00,0.00,8/31/2020,Net Price,No,8/7/2020
32,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,7/27/2020,8/7/2020,7/1/2020,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/50.00,50.00,LEVETIRACETAM UCB,TABLET,EUR,10.09,0.00,10.09,10.09,0.00,10.09,0.00,0.00,0.00,8/31/2020,Net Price,No,8/7/2020
32,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,7/27/2020,8/7/2020,7/1/2020,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/50.00,50.00,LEVETIRACETAM UCB,TABLET,EUR,15.82,0.00,15.82,15.82,0.00,15.82,0.00,0.00,0.00,8/31/2020,Net Price,No,8/7/2020
32,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,7/27/2020,8/7/2020,7/1/2020,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/TABLET/50.00,50.00,LEVETIRACETAM UCB,TABLET,EUR,21.79,0.00,21.79,21.79,0.00,21.79,0.00,0.00,0.00,8/31/2020,Net Price,No,8/7/2020
32,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,7/27/2020,8/7/2020,7/1/2020,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/VIAL/10.00,10.00,LEVETIRACETAM UCB,VIAL,EUR,150.00,150.00,150.00,150.00,150.00,150.00,0.00,0.00,0.00,8/31/2020,Gross Ex-Factory Price,No,8/7/2020
32,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,7/27/2020,8/7/2020,7/1/2020,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/VIAL/10.00,10.00,LEVETIRACETAM UCB,VIAL,EUR,155.43,155.43,155.43,155.43,155.43,155.43,0.00,0.00,0.00,8/31/2020,Gross Pharmacy Price,No,8/7/2020
32,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,7/27/2020,8/7/2020,7/1/2020,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/VIAL/10.00,10.00,LEVETIRACETAM UCB,VIAL,EUR,195.63,200.69,195.63,195.63,200.69,195.63,0.00,-2.52,0.00,8/31/2020,Gross Public Price - Including VAT,No,8/7/2020
32,Price Change Core Brands,closed,validated,closed validated,GERMANY,Europe,Central Europe,G8,Maike Cichowlas,7/27/2020,8/7/2020,7/1/2020,Other,LV5-GP - Head,Light,National,Public (Reimbursed),LEVETIRACETAM UCB/VIAL/10.00,10.00,LEVETIRACETAM UCB,VIAL,EUR,140.96,0.00,140.96,140.96,0.00,140.96,0.00,0.00,0.00,8/31/2020,Net Price,No,8/7/2020
320,Price Change Core Brands,open,draft,open draft,BELGIUM,Europe,Northern Europe,NO,David Bointon,3/18/2021,4/30/2021,2/1/2022,Indication extension, ,Light,National,Public (Reimbursed),VIMPAT/BOTTLE/200.00,200.00,VIMPAT,BOTTLE,EUR,25.50,25.50,,,25.50,25.50,0.00,0.00,0.00,,Gross Ex-Factory Price,No,
320,Price Change Core Brands,open,draft,open draft,BELGIUM,Europe,Northern Europe,NO,David Bointon,3/18/2021,4/30/2021,2/1/2022,Indication extension, ,Light,National,Public (Reimbursed),VIMPAT/BOTTLE/200.00,200.00,VIMPAT,BOTTLE,EUR,25.50,0.00,,,0.00,25.50,0.00,0.00,0.00,,Net Price,No,
320,Price Change Core Brands,open,draft,open draft,BELGIUM,Europe,Northern Europe,NO,David Bointon,3/18/2021,4/30/2021,2/1/2022,Indication extension, ,Light,National,Public (Reimbursed),VIMPAT/TABLET/56.00,56.00,VIMPAT,TABLET,EUR,35.70,35.70,,,35.70,35.70,0.00,0.00,0.00,,Gross Ex-Factory Price,No,
320,Price Change Core Brands,open,draft,open draft,BELGIUM,Europe,Northern Europe,NO,David Bointon,3/18/2021,4/30/2021,2/1/2022,Indication extension, ,Light,National,Public (Reimbursed),VIMPAT/TABLET/56.00,56.00,VIMPAT,TABLET,EUR,71.40,71.40,,,71.40,71.40,0.00,0.00,0.00,,Gross Ex-Factory Price,No,
320,Price Change Core Brands,open,draft,open draft,BELGIUM,Europe,Northern Europe,NO,David Bointon,3/18/2021,4/30/2021,2/1/2022,Indication extension, ,Light,National,Public (Reimbursed),VIMPAT/TABLET/56.00,56.00,VIMPAT,TABLET,EUR,107.10,107.10,,,107.10,107.10,0.00,0.00,0.00,,Gross Ex-Factory Price,No,
320,Price Change Core Brands,open,draft,open draft,BELGIUM,Europe,Northern Europe,NO,David Bointon,3/18/2021,4/30/2021,2/1/2022,Indication extension, ,Light,National,Public (Reimbursed),VIMPAT/TABLET/56.00,56.00,VIMPAT,TABLET,EUR,142.80,142.80,,,142.80,142.80,0.00,0.00,0.00,,Gross Ex-Factory Price,No,
320,Price Change Core Brands,open,draft,open draft,BELGIUM,Europe,Northern Europe,NO,David Bointon,3/18/2021,4/30/2021,2/1/2022,Indication extension, ,Light,National,Public (Reimbursed),VIMPAT/TABLET/56.00,56.00,VIMPAT,TABLET,EUR,35.70,0.00,,,0.00,35.70,0.00,0.00,0.00,,Net Price,No,
320,Price Change Core Brands,open,draft,open draft,BELGIUM,Europe,Northern Europe,NO,David Bointon,3/18/2021,4/30/2021,2/1/2022,Indication extension, ,Light,National,Public (Reimbursed),VIMPAT/TABLET/56.00,56.00,VIMPAT,TABLET,EUR,71.40,0.00,,,0.00,71.40,0.00,0.00,0.00,,Net Price,No,
